ID	Alldata_robust_kdp	Alldata_robust_hl	Alldata_robust_beta	Alldata_robust_beta.var	Mean_robust_kdp	Mean_robust_hl	Mean_robust_beta	Mean_robust_beta.var	Median_robust_kdp	Median_robust_hl	Median_robust_beta	Median_robust_beta.var	Threshold_robust_kdp	Threshold_robust_hl	Threshold_robust_beta	Threshold_robust_beta.var	Besttime_robust_kdp	Besttime_robust_hl	Besttime_robust_beta	Besttime_robust_beta.var	Best3time_robust_kdp	Best3time_robust_hl	Best3time_robust_beta	Best3time_robust_beta.var	Alldata_kdp	Alldata_hl	Alldata_beta	Alldata_beta.var	Mean_kdp	Mean_hl	Mean_beta	Mean_beta.var	Median_kdp	Median_hl	Median_beta	Median_beta.var	Threshold_kdp	Threshold_hl	Threshold_beta	Threshold_beta.var	Besttime_kdp	Besttime_hl	Besttime_beta	Besttime_beta.var	Best3time_kdp	Best3time_hl	Best3time_beta	Best3time_robust_beta.var
cds27115	0.06142354	11.28471565	0.075445741	8.69E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.061423541	11.28471534	0.075445743	8.69E-07	0.088988169	7.789205989	0.103010371	1.45E-05	0.102256227	6.778532713	0.116278429	1.79E-10	0.061860414	11.20502013	0.075882615	2.54E-14	0.082211245	8.431294007	0.096233447	4.80E-09	0.064722379	10.70954425	0.078744581	2.33E-09	0.061669813	11.23965106	0.075692015	2.56E-14	0.15452845	4.485563531	0.168550652	2.00E-05	0.176154665	3.934878374	0.190176866	1.14E-09
cds27118	0.031988509	21.66863079	0.04601071	1.20E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.031989407	21.6680219	0.046011609	1.21E-10	0.038164932	18.16188701	0.052187133	4.57E-08	0.038392824	18.05408187	0.052415025	1.41E-09	0.029990741	23.11203896	0.044012943	5.24E-13	0.031511487	21.99665106	0.045533688	1.02E-09	0.031862731	21.75416753	0.045884932	1.10E-09	0.029991371	23.11155344	0.044013573	5.24E-13	0.033845526	20.47972817	0.047867728	1.01E-07	0.038299281	18.09817714	0.052321483	5.31E-10
cds27119	0.03020145	22.95079173	0.044223651	3.40E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.03020145	22.95079173	0.044223651	3.40E-08	0.045794841	15.13592274	0.059817043	6.87E-05	0.03020145	22.95079173	0.044223651	3.40E-08	0.03020145	22.95079173	0.044223651	3.40E-08	0.034185838	20.27585745	0.04820804	2.99E-07	0.030609399	22.64491346	0.0446316	3.00E-07	0.03020145	22.95079173	0.044223651	3.40E-08	0.045794841	15.13592274	0.059817043	6.87E-05	0.03020145	22.95079173	0.044223651	3.40E-08
cds27122	0.04148639	16.70782125	0.055508591	2.33E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.041508394	16.69896396	0.055530596	2.34E-05	NA	NA	NA	NA	0.02544856	27.2371863	0.039470762	2.79E-06	0.026223011	26.43278406	0.040245212	7.04E-12	0.026447246	26.20867168	0.040469447	2.81E-09	0.026447246	26.20867168	0.040469447	2.81E-09	0.026225504	26.4302716	0.040247705	1.18E-11	0.022737669	30.48453131	0.036759871	8.98E-07	0.025965886	26.6945319	0.039988088	2.13E-06
cds27124	0.027148492	25.53170131	0.041170693	0	NA	NA	NA	NA	NA	NA	NA	NA	0.027148492	25.53170131	0.041170693	0	NA	NA	NA	NA	0.027051757	25.62300001	0.041073959	6.02E-36	0.027933387	24.81429094	0.041955588	2.49E-10	0.028856471	24.02051109	0.042878673	4.57E-09	0.027933199	24.81445734	0.041955401	4.59E-09	0.027933387	24.81429094	0.041955588	2.49E-10	0.036415541	19.03437822	0.050437743	3.47E-05	0.027305633	25.38476882	0.041327835	8.06E-09
cds27130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038581725	17.96568643	0.052603927	3.14E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.038581725	17.96568643	0.052603927	3.14E-05	0.038581725	17.96568643	0.052603927	3.14E-05	0.038581725	17.96568643	0.052603927	3.14E-05
cds27131	0.018698977	37.06872122	0.032721179	4.29E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.018700572	37.06556011	0.032722774	3.07E-12	0.017824688	38.88691732	0.03184689	1.97E-10	0.01866209	37.14199174	0.032684291	7.55E-11	0.019630499	35.30970795	0.0336527	1.60E-13	0.020621957	33.61209447	0.034644159	2.36E-09	0.019812891	34.98465625	0.033835093	2.37E-09	0.019630994	35.30881657	0.033653196	2.49E-13	0.017824688	38.88691732	0.03184689	1.97E-10	0.019563056	35.43143718	0.033585257	7.19E-11
cds27142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021245491	32.62561292	0.035267693	5.23E-11	0.021463789	32.29379466	0.03548599	7.28E-11	0.021463789	32.29379466	0.03548599	7.28E-11	0.021247845	32.62199844	0.035270047	6.60E-11	NA	NA	NA	NA	0.021159719	32.75786332	0.035181921	3.83E-05
cds2715	0.037628151	18.42097352	0.051650353	1.65E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.037628151	18.42097352	0.051650353	1.65E-09	NA	NA	NA	NA	0.044706162	15.50451116	0.058728363	4.98E-08	0.037943043	18.26809686	0.051965244	1.64E-09	0.039019837	17.76396919	0.053042038	3.44E-08	0.039432133	17.57823177	0.053454335	1.95E-08	0.037943043	18.26809686	0.051965244	1.64E-09	NA	NA	NA	NA	0.046098632	15.03617684	0.060120833	4.95E-08
cds2716	0.014322672	48.39510331	0.028344873	1.22E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.014324707	48.3882283	0.028346908	1.20E-12	0.012556154	55.20377922	0.026578356	1.25E-09	0.013756485	50.38694049	0.027778686	1.86E-09	0.015988811	43.35201522	0.030011013	2.03E-13	0.017230853	40.22709618	0.031253055	3.06E-09	0.014149336	48.98796427	0.028171538	1.18E-09	0.0159895	43.35014747	0.030011702	2.03E-13	0.01461915	47.41364388	0.028641352	3.41E-09	0.015609203	44.40631378	0.029631405	7.26E-10
cds27163	0.016974852	40.83376765	0.030997054	1.07E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.016974852	40.83376765	0.030997054	1.07E-10	0.014162284	48.94317882	0.028184485	5.18E-10	0.016032385	43.23418957	0.030054587	1.72E-10	0.017155019	40.40492129	0.03117722	7.00E-11	0.019776995	35.04815506	0.033799196	2.12E-08	0.018769651	36.92914523	0.032791853	2.24E-08	0.017155019	40.40492129	0.03117722	7.00E-11	0.015910803	43.56456234	0.029933005	6.77E-10	0.016196226	42.79683278	0.030218428	1.34E-10
cds27170	0.016166611	42.87523154	0.030188812	9.16E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.016166611	42.87523154	0.030188812	9.16E-13	0.015194258	45.61902209	0.029216459	6.98E-10	0.016069391	43.1346275	0.030091592	1.75E-11	0.017505066	39.59694832	0.031527267	2.80E-13	0.021677281	31.97574368	0.035699483	2.87E-09	0.016978279	40.82552542	0.031000481	2.20E-09	0.017505066	39.59694832	0.031527267	2.80E-13	0.016299704	42.52514008	0.030321905	1.46E-10	0.017078445	40.58608288	0.031100647	3.67E-13
cds27180	0.018565551	37.3351259	0.032587753	4.22E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.018566265	37.3336909	0.032588466	4.17E-12	0.018055309	38.39021411	0.032077511	5.51E-10	0.018401305	37.66836987	0.032423507	9.47E-11	0.018828175	36.81435871	0.032850376	3.43E-13	0.023487844	29.51088954	0.037510046	2.24E-09	0.02006094	34.55207801	0.034083142	1.10E-09	0.018828582	36.81356322	0.032850783	3.43E-13	0.017641048	39.29172321	0.03166325	9.53E-11	0.018173432	38.14068599	0.032195634	4.83E-12
cds27182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030774049	22.52375629	0.044796251	7.62E-08	0.030521183	22.7103638	0.044543385	3.99E-07	0.030521183	22.7103638	0.044543385	3.99E-07	0.030774049	22.52375629	0.044796251	7.62E-08	0.031252182	22.17916117	0.045274384	2.03E-05	0.030774049	22.52375629	0.044796251	7.62E-08
cds27197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds27199	0.063284726	10.95283527	0.077306928	2.81E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.063284726	10.95283527	0.077306928	2.81E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.067601614	10.25341168	0.081623816	7.41E-11	0.077946647	8.892584905	0.091968849	3.09E-09	0.08047554	8.613141077	0.094497742	3.05E-09	0.067601614	10.25341168	0.081623816	7.41E-11	NA	NA	NA	NA	0.163603444	4.236751769	0.177625646	1.76E-05
cds27201	0.059044587	11.73938563	0.073066789	1.67E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.059044288	11.73944509	0.07306649	1.67E-09	0.249349495	2.779821878	0.263371696	0.00193935	0.191800717	3.613892537	0.205822919	7.32E-06	0.072889481	9.509564001	0.086911682	1.95E-11	0.099332833	6.978026882	0.113355035	2.00E-09	0.081945242	8.458662877	0.095967444	1.67E-09	0.070394582	9.846598472	0.084416783	1.97E-11	0.249349495	2.779821878	0.263371696	0.00193935	0.264693426	2.618679239	0.278715628	3.10E-06
cds27207	0.016495655	42.01998442	0.030517857	1.51E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.016631245	41.67740705	0.030653447	1.63E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.024040862	28.83204315	0.038063064	2.09E-11	0.017797142	38.94710604	0.031819344	4.80E-12	0.018249285	37.98215568	0.032271487	6.23E-12	0.024068424	28.79902615	0.038090626	2.67E-11	NA	NA	NA	NA	0.01299884	53.32377339	0.027021041	3.02E-06
cds27214	0.014644274	47.33229915	0.028666476	8.93E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.01478945	46.86767812	0.028811652	5.71E-16	0.013906929	49.84185672	0.027929131	1.24E-14	0.014566168	47.58610308	0.02858837	1.42E-12	0.017057238	40.63654321	0.031079439	1.14E-17	0.020803228	33.31921343	0.034825429	1.53E-09	0.014833032	46.72997394	0.028855233	3.95E-10	0.017066537	40.61440053	0.031088739	3.95E-16	0.015160142	45.72168107	0.029182344	5.71E-11	0.016829953	41.18533149	0.030852154	4.78E-12
cds27218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds2722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds27220	0.020294033	34.15522102	0.034316235	2.10E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.020294033	34.15522102	0.034316235	2.10E-10	0.017348109	39.95520188	0.03137031	3.65E-07	0.017656599	39.25711634	0.031678801	8.53E-10	0.02199127	31.51919718	0.036013472	3.50E-10	0.026344169	26.31121823	0.040366371	2.70E-08	0.026716493	25.94454175	0.040738695	2.70E-08	0.02199127	31.51919718	0.036013472	3.50E-10	0.017348109	39.95520188	0.03137031	3.65E-07	0.018172754	38.14210965	0.032194956	1.08E-09
cds27226	0.033977031	20.40046334	0.047999233	2.92E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.033977031	20.40046334	0.047999233	2.92E-05	0.017743574	39.06468862	0.031765775	7.92E-06	0.033715476	20.5587243	0.047737678	6.84E-05	0.018715745	37.03551099	0.032737947	7.76E-11	0.023470553	29.53263076	0.037492755	1.86E-08	0.022986647	30.15434057	0.037008849	1.87E-08	0.018715745	37.03551099	0.032737947	7.76E-11	0.017743574	39.06468862	0.031765775	7.92E-06	0.018567532	37.33114313	0.032589733	4.36E-06
cds27234	0.044480811	15.58306085	0.058503012	0.000121998	NA	NA	NA	NA	NA	NA	NA	NA	0.044480811	15.58306085	0.058503012	0.000121998	0.072949015	9.501803189	0.086971216	3.52E-07	0.074241512	9.336382834	0.088263714	3.34E-07	0.044480811	15.58306085	0.058503012	9.77E-10	0.043713545	15.85657671	0.057735747	7.55E-09	0.043741743	15.846355	0.057763944	7.55E-09	0.044480811	15.58306085	0.058503012	9.77E-10	0.072949015	9.501803189	0.086971216	3.52E-07	0.074241512	9.336382834	0.088263714	5.78E-08
cds27238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.029640458	23.38517108	0.04366266	1.11E-08	0.029640458	23.38517108	0.04366266	1.11E-08	0.029640458	23.38517108	0.04366266	1.11E-08	0.029640458	23.38517108	0.04366266	1.11E-08	NA	NA	NA	NA	0.029640458	23.38517108	0.04366266	1.11E-08
cds2724	0.066221376	10.46712134	0.080243578	5.35E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.066221376	10.46712134	0.080243578	5.35E-14	0.076632158	9.045121534	0.090654359	2.60E-07	0.076774271	9.028378565	0.090796472	2.26E-11	0.055515339	12.48568756	0.069537541	6.14E-13	0.054824979	12.64290834	0.06884718	4.39E-11	0.053851794	12.87138519	0.067873995	5.31E-11	0.055515339	12.48568756	0.069537541	6.14E-13	0.076632158	9.045121534	0.090654359	2.60E-07	0.076819557	9.023056168	0.090841759	3.39E-10
cds27241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017614794	39.35028688	0.031636995	1.58E-11	0.017575542	39.43816867	0.031597743	1.88E-11	0.017575542	39.43816867	0.031597743	1.88E-11	0.017646365	39.27988426	0.031668567	8.77E-11	NA	NA	NA	NA	0.017516297	39.57155858	0.031538499	7.17E-06
cds27250	0.017497188	39.61477507	0.03151939	6.80E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.017497188	39.61477507	0.03151939	6.80E-05	NA	NA	NA	NA	0.017497188	39.61477507	0.03151939	6.80E-05	0.017497188	39.61477507	0.03151939	6.46E-07	0.016586549	41.78971535	0.030608751	2.33E-06	0.016323268	42.46375059	0.03034547	1.80E-06	0.017497188	39.61477507	0.03151939	6.46E-07	0.014422896	48.05880783	0.028445097	2.30E-07	0.017497188	39.61477507	0.03151939	6.46E-07
cds2726	0.015636692	44.32825021	0.029658893	1.38E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.015667272	44.24172725	0.029689474	2.48E-11	0.015137461	45.79018918	0.029159662	9.70E-09	0.015499702	44.72003283	0.029521904	4.43E-10	0.01724511	40.19383938	0.031267312	5.31E-12	0.017835511	38.86331992	0.031857713	3.47E-09	0.016535254	41.91935613	0.030557455	2.43E-09	0.017247104	40.1891927	0.031269305	5.31E-12	0.0157676	43.96022036	0.029789802	4.97E-09	0.016230745	42.70581482	0.030252946	1.01E-11
cds27260	0.030015443	23.09301879	0.044037644	3.73E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.030017	23.09182076	0.044039201	3.69E-13	0.031368073	22.09721927	0.045390274	1.09E-10	0.034151956	20.2959731	0.048174158	2.42E-10	0.030846789	22.47064295	0.044868991	9.59E-13	0.032927323	21.05082089	0.046949525	7.14E-09	0.030082037	23.04189648	0.044104239	3.59E-09	0.03084733	22.47024918	0.044869531	9.59E-13	0.037018248	18.72447311	0.051040449	9.91E-10	0.038548653	17.98110008	0.052570854	3.21E-10
cds27267	0.018403208	37.66447573	0.03242541	9.71E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.018454476	37.55984108	0.032476677	1.06E-08	0.015357158	45.13512179	0.029379359	3.38E-09	0.016610481	41.72950788	0.030632682	1.96E-10	0.021296578	32.54735059	0.035318779	1.51E-11	0.023755451	29.17844743	0.037777653	4.83E-09	0.018399074	37.67293814	0.032421276	4.64E-09	0.021300313	32.54164346	0.035322514	1.51E-11	0.018133406	38.22487538	0.032155607	4.45E-09	0.019424954	35.68333775	0.033447155	1.42E-10
cds27269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds2727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.040054249	17.30520956	0.054076451	2.06E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.040054249	17.30520956	0.054076451	2.06E-06	0.040054249	17.30520956	0.054076451	2.06E-06	0.040054249	17.30520956	0.054076451	2.06E-06
cds27271	0.031051331	22.32262396	0.045073532	5.86E-15	NA	NA	NA	NA	NA	NA	NA	NA	0.031052259	22.32195666	0.045074461	2.08E-15	0.034598043	20.03428874	0.048620244	7.39E-09	0.035410356	19.57470246	0.049432557	2.59E-13	0.029352265	23.61477673	0.043374466	2.76E-13	0.030815722	22.49329664	0.044837924	3.65E-09	0.030874426	22.45052877	0.044896627	2.19E-09	0.029352978	23.61420263	0.04337518	2.76E-13	0.034529029	20.07433156	0.048551231	4.30E-09	0.036744092	18.86418065	0.050766293	8.35E-11
cds27272	0.026539077	26.11798369	0.040561279	8.07E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.026539077	26.11798369	0.040561279	8.07E-11	0.256913733	2.697976366	0.270935935	0.00026061	0.026282117	26.37333911	0.040304318	2.16E-10	0.027846791	24.89145622	0.041868993	5.02E-12	0.028968193	23.92787076	0.042990395	1.54E-09	0.027333851	25.35856255	0.041356053	1.55E-09	0.027846791	24.89145622	0.041868993	5.02E-12	0.482639486	1.436159288	0.496661688	0.00139461	0.027601331	25.1128168	0.041623533	5.83E-11
cds27275	0.014836383	46.71941883	0.028858584	3.28E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.01484531	46.69132491	0.028867511	6.99E-13	0.014688542	47.18965043	0.028710744	9.37E-10	0.015206795	45.581412	0.029228996	8.16E-10	0.014934103	46.41371243	0.028956305	3.01E-13	0.015079171	45.96719455	0.029101372	3.07E-10	0.015336261	45.19662195	0.029358462	7.82E-11	0.014946113	46.37641717	0.028968315	3.63E-13	0.014688542	47.18965043	0.028710744	9.37E-10	0.014739858	47.02536269	0.02876206	3.37E-10
cds27277	0.025093678	27.62238289	0.03911588	8.61E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.025093678	27.62238289	0.03911588	8.61E-10	NA	NA	NA	NA	0.021635023	32.03819933	0.035657225	0	0.025093678	27.62238289	0.03911588	8.61E-10	0.02783253	24.90421004	0.041854732	1.17E-08	0.027950062	24.79948621	0.041972264	1.17E-08	0.025093678	27.62238289	0.03911588	8.61E-10	0.051568198	13.44136897	0.0655904	0.000360951	0.023933686	28.96115446	0.037955888	1.93E-08
cds27281	0.015206312	45.58286029	0.029228513	4.21E-15	NA	NA	NA	NA	NA	NA	NA	NA	0.015225816	45.52446702	0.029248018	2.23E-15	0.014734838	47.04138502	0.028757039	2.87E-10	0.015063946	46.01365384	0.029086147	2.86E-11	0.015740311	44.03643619	0.029762512	5.43E-15	0.016442155	42.15671025	0.030464357	9.57E-10	0.01540325	45.00006	0.029425452	3.25E-10	0.015744538	44.02461096	0.02976674	5.43E-15	0.014407075	48.11158374	0.028429276	1.41E-10	0.015548267	44.58034932	0.029570469	9.41E-12
cds27293	0.015241861	45.47654388	0.029264063	6.38E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.015241861	45.47654388	0.029264063	6.38E-11	0.014435909	48.01548534	0.028458111	3.37E-09	0.013099623	52.91352244	0.027121824	7.29E-11	0.016416479	42.2226471	0.03043868	2.17E-11	0.01750771	39.59096854	0.031529911	1.30E-08	0.017889775	38.74543949	0.031911976	1.05E-08	0.016416479	42.2226471	0.03043868	2.17E-11	0.012580344	55.0976347	0.026602545	2.73E-08	0.013099978	52.91208817	0.027122179	6.91E-11
cds27295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds27298	0.045794668	15.13597993	0.05981687	2.03E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.045794668	15.13597993	0.05981687	2.03E-12	0.06636995	10.4436899	0.080392152	5.36E-08	0.069544447	9.966966546	0.083566649	1.01E-08	0.045639492	15.18744283	0.059661694	8.52E-14	0.04907035	14.12558062	0.063092551	3.48E-09	0.046689643	14.84584439	0.060711845	2.02E-09	0.045639492	15.18744283	0.059661694	8.52E-14	0.065110806	10.64565506	0.079133008	4.72E-09	0.073134133	9.477752089	0.087156334	7.46E-11
cds273	0.021257059	32.60785949	0.03527926	1.87E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.021257059	32.60785949	0.03527926	1.87E-12	0.01946537	35.60924752	0.033487572	6.80E-08	0.02058058	33.67967187	0.034602782	3.17E-16	0.021335693	32.48768121	0.035357894	1.28E-10	0.022140986	31.30606676	0.036163187	1.26E-08	0.021763336	31.84930717	0.035785538	9.00E-09	0.021335693	32.48768121	0.035357894	1.28E-10	0.01946537	35.60924752	0.033487572	6.80E-08	0.0206862	33.50770896	0.034708402	2.04E-10
cds27300	0.014645865	47.32715836	0.028668067	2.35E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.014633364	47.36758808	0.028655566	8.89E-11	NA	NA	NA	NA	0.01470864	47.12517172	0.028730841	2.25E-08	0.014623428	47.39977325	0.02864563	3.98E-12	0.014717729	47.09606811	0.028739931	2.53E-11	0.014837419	46.71615735	0.02885962	2.52E-11	0.014633364	47.36758808	0.028655566	1.77E-11	0.01467001	47.24926403	0.028692212	3.54E-08	0.014593336	47.49751542	0.028615537	1.06E-08
cds27317	0.061810162	11.21412976	0.075832364	2.41E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.061810162	11.21412976	0.075832364	2.41E-06	NA	NA	NA	NA	0.060421897	11.47178788	0.074444098	3.20E-09	0.049290903	14.06237527	0.063313105	1.25E-11	0.054278767	12.77013508	0.068300968	1.36E-07	0.055831383	12.41501002	0.069853585	1.36E-07	0.049290903	14.06237527	0.063313105	1.25E-11	0.060224772	11.50933674	0.074246974	4.20E-06	0.066379037	10.44226033	0.080401238	2.68E-09
cds27318	0.027013925	25.65888414	0.041036127	1.97E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.027013925	25.65888414	0.041036127	1.97E-11	0.025288864	27.40918654	0.039311065	7.58E-07	0.027001374	25.67081155	0.041023575	1.16E-10	0.027013925	25.65888414	0.041036127	1.97E-11	0.027221509	25.46321679	0.04124371	3.37E-10	0.02698152	25.6897005	0.041003722	3.44E-10	0.027013925	25.65888414	0.041036127	1.97E-11	0.025288864	27.40918654	0.039311065	7.58E-07	0.027001374	25.67081155	0.041023575	1.16E-10
cds2732	0.020910191	33.1487733	0.034932393	0	NA	NA	NA	NA	NA	NA	NA	NA	0.020910191	33.1487733	0.034932393	0	NA	NA	NA	NA	0.020850819	33.24316363	0.03487302	1.00E-10	0.023861488	29.04878247	0.03788369	7.51E-11	0.026096638	26.56078413	0.04011884	3.44E-09	0.024045724	28.8262142	0.038067925	3.48E-09	0.023861488	29.04878247	0.03788369	7.51E-11	NA	NA	NA	NA	0.023768065	29.16296254	0.037790266	1.97E-08
cds27337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.077396621	8.955780903	0.091418823	0.001837435	NA	NA	NA	NA	NA	NA	NA	NA	0.077396621	8.955780903	0.091418823	0.001837435	0.077396621	8.955780903	0.091418823	0.001837435	0.077396621	8.955780903	0.091418823	0.001837435
cds27342	0.070126038	9.88430544	0.08414824	1.12E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.070126038	9.88430544	0.08414824	1.12E-08	NA	NA	NA	NA	0.151308117	4.581031031	0.165330319	7.23E-10	0.070788967	9.79174033	0.084811168	1.21E-10	0.077037716	8.997504306	0.091059918	3.55E-09	0.077278102	8.969516119	0.091300303	3.53E-09	0.070788967	9.79174033	0.084811168	1.21E-10	NA	NA	NA	NA	0.156530542	4.428191287	0.170552743	1.62E-10
cds27344	0.056368266	12.29676252	0.070390468	0	NA	NA	NA	NA	NA	NA	NA	NA	0.056368266	12.29676252	0.070390468	0	NA	NA	NA	NA	0.056368266	12.29676252	0.070390468	0	0.051074243	13.57136475	0.065096445	4.00E-06	0.052197035	13.27943597	0.066219236	3.64E-08	0.054044166	12.82556899	0.068066368	2.70E-08	0.051074243	13.57136475	0.065096445	4.00E-06	0.060458532	11.46483652	0.074480733	2.73E-05	0.051074243	13.57136475	0.065096445	4.00E-06
cds27360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds27364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009639814	71.90462541	0.023662015	1.82E-09	0.009639814	71.90462541	0.023662015	1.82E-09	0.009639814	71.90462541	0.023662015	1.82E-09	0.009639814	71.90462541	0.023662015	1.82E-09	NA	NA	NA	NA	0.009546233	72.60949627	0.023568435	2.43E-09
cds27366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds27388	0.009745835	71.12239749	0.023768037	4.46E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.00967059	71.67578967	0.023692792	5.66E-15	0.009550378	72.57798237	0.02357258	6.69E-11	0.009746332	71.11877252	0.023768534	1.02E-11	0.01079934	64.18421743	0.024821542	6.00E-13	0.011381744	60.89990868	0.025403946	9.54E-10	0.010099994	68.6284767	0.024122195	1.37E-10	0.010813738	64.09875807	0.02483594	6.00E-13	0.010277298	67.44449297	0.0242995	3.83E-12	0.010550883	65.6956574	0.024573084	4.44E-13
cds27389	0.009017611	76.86594809	0.023039812	5.57E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.00901027	76.92856573	0.023032472	1.81E-13	0.008856436	78.26479814	0.022878638	4.04E-11	0.009118652	76.01421849	0.023140853	1.78E-10	0.00974342	71.14002781	0.023765622	2.11E-13	0.010887555	63.66417239	0.024909757	1.15E-08	0.009983066	69.43229767	0.024005267	9.33E-10	0.009751619	71.08021294	0.023773821	2.11E-13	0.008749447	79.22183114	0.022771648	7.58E-11	0.009261158	74.84454537	0.02328336	7.15E-11
