ID	Alldata_robust_kdp	Alldata_robust_hl	Alldata_robust_beta	Alldata_robust_beta.var	Mean_robust_kdp	Mean_robust_hl	Mean_robust_beta	Mean_robust_beta.var	Median_robust_kdp	Median_robust_hl	Median_robust_beta	Median_robust_beta.var	Threshold_robust_kdp	Threshold_robust_hl	Threshold_robust_beta	Threshold_robust_beta.var	Besttime_robust_kdp	Besttime_robust_hl	Besttime_robust_beta	Besttime_robust_beta.var	Best3time_robust_kdp	Best3time_robust_hl	Best3time_robust_beta	Best3time_robust_beta.var	Alldata_kdp	Alldata_hl	Alldata_beta	Alldata_beta.var	Mean_kdp	Mean_hl	Mean_beta	Mean_beta.var	Median_kdp	Median_hl	Median_beta	Median_beta.var	Threshold_kdp	Threshold_hl	Threshold_beta	Threshold_beta.var	Besttime_kdp	Besttime_hl	Besttime_beta	Besttime_beta.var	Best3time_kdp	Best3time_hl	Best3time_beta	Best3time_robust_beta.var
cds19137	0.015852525	43.72471743	0.029874727	3.47E-15	NA	NA	NA	NA	NA	NA	NA	NA	0.01585393	43.72084299	0.029876132	3.36E-15	0.014980311	46.27054779	0.029002512	8.78E-11	0.015695595	44.16189225	0.029717797	4.13E-11	0.017020429	40.72442584	0.03104263	2.67E-15	0.019817014	34.97737841	0.033839215	1.90E-08	0.017049788	40.65429876	0.03107199	4.92E-09	0.017021752	40.72126054	0.031043953	2.67E-15	0.015040332	46.08589505	0.029062534	7.97E-11	0.016535605	41.91846435	0.030557807	5.27E-11
cds19138	0.053160227	13.03883024	0.067182429	1.21E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.053160227	13.03883024	0.067182429	1.21E-08	0.121543146	5.70288989	0.135565348	3.27E-06	0.110941684	6.247851606	0.124963886	3.18E-07	0.053897674	12.8604284	0.067919876	5.54E-13	0.061891534	11.19938598	0.075913736	1.29E-09	0.052771326	13.13492063	0.066793528	1.39E-09	0.053897674	12.8604284	0.067919876	5.54E-13	0.121543146	5.70288989	0.135565348	3.27E-06	0.107436679	6.451680992	0.121458881	3.07E-09
cds19141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.050759055	13.65563599	0.064781257	2.63E-05	0.050759055	13.65563599	0.064781257	3.25E-07	0.050759055	13.65563599	0.064781257	3.25E-07	0.050759055	13.65563599	0.064781257	2.63E-05	NA	NA	NA	NA	0.050759055	13.65563599	0.064781257	2.63E-05
cds19142	0.024163502	28.68570824	0.038185704	3.96E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.024163502	28.68570824	0.038185704	3.96E-12	0.021188573	32.71325444	0.035210775	1.20E-07	0.021155637	32.76418462	0.035177838	4.94E-08	0.022620576	30.64233143	0.036642777	2.82E-12	0.024009341	28.86989611	0.038031543	6.57E-11	0.021949741	31.57883231	0.035971942	9.03E-11	0.022620576	30.64233143	0.036642777	2.82E-12	0.021188573	32.71325444	0.035210775	1.20E-07	0.022613599	30.65178534	0.036635801	1.36E-07
cds19147	0.027046788	25.62770805	0.041068989	4.30E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.027048676	25.62591933	0.041070877	4.29E-12	0.029217994	23.72329806	0.043240196	1.73E-09	0.026861257	25.80471844	0.040883459	7.81E-10	0.02659952	26.05863494	0.040621722	2.44E-13	0.028064601	24.69827345	0.042086802	7.95E-09	0.026853484	25.81218772	0.040875686	8.15E-10	0.026600081	26.05808513	0.040622283	2.44E-13	0.031753565	21.82895601	0.045775767	1.67E-10	0.02624018	26.415489	0.040262381	5.53E-10
cds1915	0.020769936	33.37261956	0.034792138	1.76E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.020769936	33.37261956	0.034792138	1.76E-10	0.020743416	33.4152867	0.034765617	9.25E-07	0.020769936	33.37261956	0.034792138	1.76E-10	0.020769936	33.37261956	0.034792138	1.76E-10	0.020851445	33.24216477	0.034873647	1.75E-09	0.019628654	35.31302578	0.033650856	6.66E-08	0.020769936	33.37261956	0.034792138	1.76E-10	0.020743416	33.4152867	0.034765617	9.25E-07	0.020769936	33.37261956	0.034792138	1.76E-10
cds19150	0.06599406	10.50317536	0.080016261	1.66E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.06599406	10.50317536	0.080016261	1.66E-05	NA	NA	NA	NA	0.065719076	10.547123	0.079741278	3.97E-07	0.054535917	12.70992074	0.068558118	7.51E-10	0.053139454	13.04392743	0.067161656	1.60E-09	0.053139454	13.04392743	0.067161656	1.60E-09	0.054535917	12.70992074	0.068558118	7.51E-10	0.060922636	11.37749814	0.074944838	1.97E-05	0.065719076	10.547123	0.079741278	3.97E-07
cds19152	0.013777749	50.30917396	0.027799951	2.64E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.013777749	50.30917396	0.027799951	2.64E-14	0.012250135	56.5828195	0.026272337	3.62E-07	0.013745162	50.42844604	0.027767364	5.37E-13	0.016609956	41.73082654	0.030632157	1.13E-12	0.018975301	36.52891671	0.032997502	1.16E-09	0.013197124	52.52259552	0.027219325	1.22E-09	0.016609956	41.73082654	0.030632157	1.13E-12	0.013117578	52.84109388	0.02713978	7.49E-11	0.015982016	43.37044753	0.030004217	1.54E-12
cds19163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027301221	25.38887073	0.041323423	8.22E-09	0.027601328	25.11281953	0.04162353	3.92E-08	0.027601328	25.11281953	0.04162353	3.92E-08	0.027301221	25.38887073	0.041323423	8.22E-09	NA	NA	NA	NA	0.027301221	25.38887073	0.041323423	8.22E-09
cds19189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019725562	35.139541	0.033747763	5.63E-07	0.019725562	35.139541	0.033747763	5.63E-07	0.019725562	35.139541	0.033747763	5.63E-07	0.019725562	35.139541	0.033747763	5.63E-07	NA	NA	NA	NA	0.019725562	35.139541	0.033747763	5.63E-07
cds1919	0.027365881	25.32888241	0.041388083	2.07E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.027365881	25.32888241	0.041388083	2.07E-10	NA	NA	NA	NA	0.027049504	25.62513442	0.041071706	8.42E-06	0.018535836	37.39497817	0.032558038	7.43E-11	0.020096742	34.49052556	0.034118943	3.74E-10	0.020096742	34.49052556	0.034118943	3.74E-10	0.018535836	37.39497817	0.032558038	7.43E-11	0.016422498	42.20717169	0.030444699	4.05E-05	0.018324301	37.82666375	0.032346503	6.46E-06
cds19199	0.010463343	66.24528741	0.024485545	1.12E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.010513297	65.93052244	0.024535499	3.92E-12	0.009694204	71.50119914	0.023716405	1.10E-08	0.010254317	67.59564755	0.024276518	3.60E-11	0.011158038	62.12088331	0.02518024	6.51E-13	0.011899376	58.25071697	0.025921578	1.57E-09	0.010740173	64.53780422	0.024762375	9.61E-10	0.011171151	62.04796358	0.025193353	6.51E-13	0.009694204	71.50119914	0.023716405	1.10E-08	0.010625232	65.23595849	0.024647433	1.21E-12
cds1921	0.045475402	15.24224418	0.059497604	1.19E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.045475402	15.24224418	0.059497604	1.19E-09	0.036960269	18.75384564	0.050982471	5.64E-08	0.05049734	13.72640973	0.064519542	0.002752749	0.046734877	14.83147556	0.060757078	5.11E-11	0.048322898	14.34407307	0.0623451	2.27E-09	0.044762987	15.48482854	0.058785189	2.32E-09	0.046734877	14.83147556	0.060757078	5.11E-11	0.036960269	18.75384564	0.050982471	5.64E-08	0.051110249	13.56180412	0.06513245	1.29E-06
cds19223	0.017738674	39.07547785	0.031760876	1.75E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.017738674	39.07547785	0.031760876	1.75E-10	0.01771627	39.12489381	0.031738472	4.73E-08	0.017738674	39.07547785	0.031760876	1.75E-10	0.018310644	37.85487738	0.032332846	4.01E-12	0.018574066	37.31801084	0.032596267	5.56E-10	0.017163759	40.38434707	0.03118596	5.71E-10	0.018310644	37.85487738	0.032332846	4.01E-12	0.01771627	39.12489381	0.031738472	4.73E-08	0.018310644	37.85487738	0.032332846	4.01E-12
cds19226	0.052934054	13.09454179	0.066956255	3.12E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.052943595	13.09218191	0.066965797	3.11E-10	0.019430569	35.67302582	0.03345277	2.13E-09	0.0510459	13.57890015	0.065068102	0	0.023110848	29.99228624	0.03713305	3.45E-12	0.023853886	29.05803992	0.037876088	1.71E-09	0.023556675	29.4246611	0.037578877	6.58E-10	0.023111823	29.99102203	0.037134024	3.45E-12	0.018717695	37.03165342	0.032739896	8.05E-08	0.022583024	30.69328511	0.036605225	5.83E-08
cds19233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014226612	48.72187407	0.028248813	8.35E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.014226612	48.72187407	0.028248813	8.35E-06	0.014226612	48.72187407	0.028248813	8.35E-06	0.014226612	48.72187407	0.028248813	8.35E-06
cds19241	0.017031548	40.69783895	0.031053749	1.34E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.017049668	40.65458586	0.031071869	1.31E-11	0.015817867	43.82052143	0.029840069	1.24E-09	0.016768344	41.33665113	0.030790545	7.61E-11	0.017322144	40.01509246	0.031344345	1.49E-12	0.017923089	38.67342151	0.031945291	6.01E-10	0.017310039	40.04307353	0.031332241	7.47E-10	0.017331247	39.99407535	0.031353448	1.49E-12	0.015855518	43.7164652	0.029877719	7.77E-10	0.017073808	40.59710512	0.03109601	7.31E-12
cds19247	0.046778764	14.81756087	0.060800965	3.49E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.046778764	14.81756087	0.060800965	3.49E-11	0.069685061	9.946854715	0.083707263	5.58E-08	0.070742057	9.798233359	0.084764258	9.67E-10	0.041259132	16.7998487	0.055281334	1.46E-11	0.043610685	15.89397587	0.057632887	7.65E-09	0.044462887	15.58934248	0.058485089	6.24E-09	0.041259132	16.7998487	0.055281334	1.46E-11	0.069687656	9.946484399	0.083709857	5.54E-08	0.0745404	9.298946313	0.088562602	1.20E-07
cds19250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.058873695	11.77346145	0.072895897	0.000281228	NA	NA	NA	NA	NA	NA	NA	NA	0.058873695	11.77346145	0.072895897	0.000281228	0.058873695	11.77346145	0.072895897	0.000281228	0.058873695	11.77346145	0.072895897	0.000281228
cds19253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds19255	0.011477599	60.39130731	0.0254998	3.11E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.011529543	60.11922639	0.025551744	1.09E-14	0.011039162	62.78983625	0.025061364	1.46E-09	0.011369356	60.96626723	0.025391557	1.81E-10	0.013366296	51.85783393	0.027388498	6.63E-16	0.01534706	45.1648195	0.029369261	3.15E-09	0.011973087	57.89210073	0.025995289	1.10E-09	0.013372265	51.83468697	0.027394467	1.60E-14	0.012090957	57.32773547	0.026113159	6.14E-11	0.01317412	52.61430494	0.027196322	5.96E-13
cds19256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.074115607	9.352243228	0.088137808	8.95E-08	0.086283857	8.03333556	0.100306059	4.34E-07	0.086283857	8.03333556	0.100306059	4.34E-07	0.074115607	9.352243228	0.088137808	8.95E-08	0.072923912	9.50507407	0.086946113	0.001444195	0.074115607	9.352243228	0.088137808	8.95E-08
cds19258	0.007930119	87.40690448	0.021952321	4.73E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.007930119	87.40690448	0.021952321	4.73E-08	0.006870692	100.8846221	0.020892894	5.66E-08	0.007384004	93.87145523	0.021406205	1.37E-09	0.008863021	78.20665007	0.022885223	2.03E-11	0.010101113	68.62087458	0.024123314	1.08E-08	0.008500458	81.54233571	0.022522659	1.61E-09	0.008863021	78.20665007	0.022885223	2.03E-11	0.007347983	94.33162876	0.021370184	1.86E-09	0.008170559	84.83473278	0.02219276	3.32E-09
cds19269	0.02893414	23.95603169	0.042956342	7.86E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.023351831	29.68277689	0.037374032	2.18E-13	0.022724833	30.5017502	0.036747035	2.72E-10	0.023253399	29.80842443	0.0372756	2.72E-11	0.022740161	30.48119017	0.036762363	3.58E-16	0.023176547	29.9072669	0.037198749	1.86E-09	0.022932214	30.22591664	0.036954415	1.11E-12	0.022758751	30.45629234	0.036780953	1.79E-13	0.021968179	31.5523269	0.035990381	2.11E-09	0.022505002	30.79969444	0.036527203	2.07E-10
cds19273	0.022724935	30.50161294	0.036747137	1.28E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.022718721	30.50995562	0.036740923	1.59E-12	0.022287894	31.09971597	0.036310096	2.94E-11	0.022532878	30.76159112	0.03655508	1.01E-13	0.02526452	27.43559621	0.039286722	7.91E-14	0.026932459	25.73649839	0.04095466	4.22E-09	0.023382743	29.64353606	0.037404944	2.48E-10	0.025270794	27.42878483	0.039292996	7.91E-14	0.023558604	29.42225164	0.037580806	1.77E-10	0.024497662	28.2944221	0.038519863	2.15E-10
cds19293	0.030564012	22.67854066	0.044586213	5.79E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.030562317	22.6797985	0.044584518	5.69E-12	0.035195961	19.6939411	0.049218162	6.07E-09	0.035989056	19.25994336	0.050011258	5.70E-11	0.034487891	20.0982768	0.048510093	9.87E-14	0.06912855	10.02693064	0.083150752	2.34E-07	0.030955902	22.39143893	0.044978103	1.13E-09	0.033450195	20.72176775	0.047472397	9.99E-14	0.044973584	15.41231804	0.058995786	2.11E-08	0.061559982	11.25970403	0.075582184	3.63E-10
cds19295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds1930	0.013062092	53.0655554	0.027084294	1.16E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.013079606	52.99450068	0.027101807	6.90E-14	0.01260806	54.97651544	0.026630261	1.33E-09	0.012956913	53.49631952	0.026979115	2.09E-10	0.012421359	55.80284785	0.02644356	5.73E-16	0.01295008	53.52454776	0.026972282	1.96E-09	0.013171458	52.62493984	0.02719366	2.54E-10	0.012434599	55.74343052	0.0264568	5.71E-14	0.011263557	61.5389263	0.025285758	3.43E-09	0.012128462	57.15046144	0.026150663	4.51E-10
cds19317	0.028569107	24.26212288	0.042591308	1.64E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.028569107	24.26212288	0.042591308	1.64E-06	0.031955401	21.6910806	0.045977603	0	0.028569107	24.26212288	0.042591308	1.64E-06	0.02984643	23.22378828	0.043868632	2.33E-07	0.028022049	24.73577814	0.04204425	1.07E-06	0.027811727	24.92283877	0.041833928	1.07E-06	0.02984643	23.22378828	0.043868632	2.33E-07	0.034436011	20.12855622	0.048458212	1.23E-06	0.02984643	23.22378828	0.043868632	2.33E-07
cds19319	0.042146188	16.44626016	0.05616839	1.87E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.042146188	16.44626016	0.05616839	1.87E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.042146188	16.44626016	0.05616839	1.87E-10	0.042315083	16.38061734	0.056337284	9.64E-10	0.042315083	16.38061734	0.056337284	9.64E-10	0.042146188	16.44626016	0.05616839	1.87E-10	0.054279308	12.77000779	0.068301509	2.06E-06	0.053178075	13.03445423	0.067200276	7.97E-07
cds1932	0.014469991	47.90239061	0.028492193	1.55E-15	NA	NA	NA	NA	NA	NA	NA	NA	0.01448171	47.8636291	0.028503911	1.37E-13	0.014097371	49.16854298	0.028119572	4.63E-10	0.014400721	48.13281185	0.028422922	3.36E-10	0.016833401	41.17689494	0.030855603	2.27E-14	0.018041187	38.42026421	0.032063389	1.25E-10	0.014737298	47.03353237	0.0287595	3.52E-11	0.016839446	41.16211187	0.030861648	7.65E-14	0.015487094	44.75643954	0.029509295	2.04E-09	0.016784144	41.29773672	0.030806346	1.90E-09
cds19320	0.018428099	37.61360104	0.032450301	1.30E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.018428099	37.61360104	0.032450301	1.30E-11	0.017539121	39.52006374	0.031561323	9.45E-08	0.018312376	37.85129748	0.032334577	6.20E-10	0.018428099	37.61360104	0.032450301	1.30E-11	0.018431801	37.60604785	0.032454002	7.10E-10	0.017442337	39.73935204	0.031464539	7.19E-10	0.018428099	37.61360104	0.032450301	1.30E-11	0.017539121	39.52006374	0.031561323	9.45E-08	0.018312376	37.85129748	0.032334577	6.20E-10
cds19322	0.067504034	10.26823347	0.081526236	5.92E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.067504034	10.26823347	0.081526236	5.92E-10	0.080033796	8.660681016	0.094055998	3.60E-06	0.080997898	8.557594629	0.0950201	4.69E-10	0.056050031	12.36657978	0.070072233	1.82E-12	0.058646923	11.81898634	0.072669124	8.55E-09	0.062519557	11.08688567	0.076541759	2.86E-09	0.056050031	12.36657978	0.070072233	1.82E-12	0.071169253	9.739419042	0.085191455	4.30E-06	0.07293577	9.503528705	0.086957971	3.98E-10
cds19326	0.016577586	41.81231214	0.030599787	3.04E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.016576293	41.81557221	0.030598495	3.18E-14	0.015007802	46.18579014	0.029030003	8.25E-12	0.016092175	43.07355537	0.030114376	1.65E-11	0.017945444	38.62524507	0.031967646	2.20E-14	0.021260523	32.60254535	0.035282725	9.16E-09	0.017468414	39.68002911	0.031490616	2.12E-09	0.01794619	38.62363926	0.031968392	2.20E-14	0.015505913	44.7021199	0.029528115	5.62E-15	0.017471892	39.67213107	0.031494093	2.31E-11
cds19328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00525457	131.9132094	0.019276772	8.41E-09	0.00525457	131.9132094	0.019276772	8.41E-09	0.00525457	131.9132094	0.019276772	8.41E-09	0.00525457	131.9132094	0.019276772	8.41E-09	NA	NA	NA	NA	0.005071205	136.6829212	0.019093407	8.59E-08
cds19332	0.013320081	52.03776103	0.027342282	9.34E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.013241359	52.34713263	0.027263561	9.45E-16	0.013484453	51.40343379	0.027506654	3.01E-10	0.013146907	52.72321432	0.027169108	4.26E-10	0.014094158	49.1797496	0.02811636	1.24E-16	0.014422689	48.05949796	0.02844489	6.83E-10	0.012966339	53.45743198	0.026988541	8.64E-11	0.014111061	49.12084041	0.028133263	5.13E-15	0.013507495	51.31574705	0.027529696	7.37E-10	0.013830765	50.11633046	0.027852966	2.17E-10
cds19348	0.031274088	22.16362541	0.04529629	9.25E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.031270961	22.16584232	0.045293162	9.96E-13	0.032577569	21.27682367	0.04659977	1.02E-08	0.03447194	20.10757663	0.048494142	4.95E-09	0.031028046	22.33937598	0.045050247	2.97E-13	0.032945111	21.03945524	0.046967312	1.75E-09	0.031781343	21.80987686	0.045803545	1.82E-09	0.031028785	22.33884362	0.045050987	2.97E-13	0.032577569	21.27682367	0.04659977	1.02E-08	0.03651518	18.98243896	0.050537382	3.90E-09
cds1935	0.070458394	9.837680722	0.084480595	8.97E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.070458394	9.837680722	0.084480595	8.97E-12	0.677604154	1.02293821	0.691626355	0.010448496	0.070458394	9.837680722	0.084480595	8.97E-12	0.070458719	9.837635291	0.084480921	9.45E-12	0.081580991	8.496430043	0.095603192	2.11E-08	0.074735794	9.274634578	0.088757996	6.48E-09	0.070458719	9.837635291	0.084480921	9.45E-12	0.677604154	1.02293821	0.691626355	0.010448496	0.070458719	9.837635291	0.084480921	9.45E-12
cds19351	0.027178917	25.50311952	0.041201119	0	NA	NA	NA	NA	NA	NA	NA	NA	0.027178917	25.50311952	0.041201119	0	NA	NA	NA	NA	0.026129784	26.52709235	0.040151985	1.99E-10	0.037821084	18.32700462	0.051843286	1.91E-08	0.030570008	22.67409213	0.04459221	1.22E-07	0.028439052	24.37307641	0.042461253	1.23E-07	0.037821084	18.32700462	0.051843286	1.91E-08	0.396129032	1.749801514	0.410151234	0.054466763	0.036644007	18.91570391	0.050666208	8.25E-11
cds19356	0.025872286	26.79110676	0.039894488	3.90E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.025872286	26.79110676	0.039894488	3.90E-06	0.025872286	26.79110676	0.039894488	3.90E-06	0.025872286	26.79110676	0.039894488	3.90E-06	0.025872286	26.79110676	0.039894488	3.90E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.025872286	26.79110676	0.039894488	3.90E-06	0.025872286	26.79110676	0.039894488	3.90E-06	0.025872286	26.79110676	0.039894488	3.90E-06
cds19358	0.01454511	47.654996	0.028567312	2.45E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.0145751	47.55694253	0.028597301	1.60E-12	0.01423079	48.70756755	0.028252992	4.38E-10	0.01434844	48.30819122	0.028370642	2.02E-11	0.015254156	45.43989045	0.029276358	5.62E-13	0.016302316	42.51832452	0.030324518	1.35E-09	0.015133088	45.80341843	0.02915529	6.52E-10	0.015257704	45.42932381	0.029279906	5.62E-13	0.01408159	49.22364583	0.028103791	2.89E-10	0.014814247	46.7892275	0.028836449	7.50E-12
cds19368	0.03383406	20.48666895	0.047856261	2.41E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.03383406	20.48666895	0.047856261	2.41E-11	0.038121427	18.18261381	0.052143628	1.32E-08	0.041535699	16.68798648	0.0555579	1.19E-07	0.033062049	20.96504022	0.04708425	1.16E-11	0.03571737	19.40644537	0.049739571	7.35E-09	0.034861064	19.88313325	0.048883266	6.13E-09	0.033062049	20.96504022	0.04708425	1.16E-11	0.040928744	16.93546194	0.054950945	3.67E-09	0.045596059	15.20190997	0.05961826	2.66E-09
cds19378	0.031805765	21.79313047	0.045827966	1.11E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.03183884	21.77049131	0.045861041	1.01E-08	0.032281791	21.47176952	0.046303993	3.94E-08	0.032644697	21.23307162	0.046666898	3.99E-09	0.033843739	20.48080949	0.047865941	2.59E-12	0.035199776	19.69180634	0.049221978	5.26E-09	0.031367149	22.09786997	0.045389351	1.09E-09	0.033844504	20.48034664	0.047866706	2.59E-12	0.0341271	20.31075538	0.048149302	6.93E-08	0.03946635	17.56299199	0.053488551	7.18E-12
cds19383	0.0282982	24.49439091	0.042320402	4.58E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.0282982	24.49439091	0.042320402	4.58E-10	0.035068206	19.76568679	0.049090408	1.98E-06	0.027718759	25.00642911	0.041740961	1.54E-07	0.029159523	23.77086806	0.043181725	7.32E-11	0.031056362	22.31900794	0.045078563	6.88E-09	0.028775882	24.08778193	0.042798084	4.39E-09	0.029159523	23.77086806	0.043181725	7.32E-11	0.046589411	14.87778369	0.060611613	5.45E-08	0.028663566	24.18216858	0.042685767	1.20E-07
cds19393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds19395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02045981	33.87847647	0.034482011	6.67E-09	0.02045981	33.87847647	0.034482011	6.67E-09	0.02045981	33.87847647	0.034482011	6.67E-09	0.02045981	33.87847647	0.034482011	6.67E-09	NA	NA	NA	NA	0.019927961	34.78264405	0.033950163	1.27E-07
cds19400	0.024659646	28.10856219	0.038681847	1.78E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.024659646	28.10856219	0.038681847	1.78E-10	0.777039969	0.892035426	0.791062171	0.038789543	0.02318023	29.9025149	0.037202432	2.59E-12	0.025306499	27.39008607	0.0393287	6.32E-13	0.024883277	27.85594495	0.038905478	1.56E-08	0.023878928	29.02756743	0.037901129	2.38E-08	0.025306499	27.39008607	0.0393287	6.32E-13	0.777039969	0.892035426	0.791062171	0.038789543	0.023962975	28.92575639	0.037985177	1.18E-12
cds19404	0.033502813	20.68922352	0.047525014	5.12E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.033502813	20.68922352	0.047525014	5.12E-13	0.297957815	2.326326563	0.311980017	6.54E-05	0.039223596	17.67168865	0.053245798	4.01E-09	0.0343815	20.16046943	0.048403702	6.49E-13	0.03663523	18.92023547	0.050657432	2.36E-09	0.033685567	20.57697858	0.047707768	1.78E-09	0.0343815	20.16046943	0.048403702	6.49E-13	0.587221877	1.180383783	0.601244079	0.000905404	0.043154029	16.06216602	0.057176231	1.17E-09
cds19414	0.041984854	16.50945799	0.056007055	6.88E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.041984854	16.50945799	0.056007055	6.88E-05	0.066453446	10.43056787	0.080475648	1.17E-06	0.068943824	10.05379659	0.082966025	0	0.041987093	16.50857767	0.056009294	3.14E-09	0.043646643	15.88088189	0.057668844	1.15E-07	0.044040564	15.73883534	0.058062765	1.15E-07	0.041987093	16.50857767	0.056009294	3.14E-09	0.067956394	10.19988168	0.081978596	1.09E-07	0.07068291	9.806432421	0.084705112	5.04E-07
cds19424	0.007402102	93.64194187	0.021424303	2.35E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.007467906	92.81681136	0.021490107	5.67E-16	0.006494011	106.7363766	0.020516212	5.21E-10	0.007202288	96.23986484	0.021224489	2.19E-10	0.008946887	77.47356315	0.022969088	1.51E-16	0.010755923	64.44330328	0.024778124	1.70E-09	0.007470555	92.78389342	0.021492757	1.37E-10	0.008955184	77.40177766	0.022977386	8.88E-15	0.007872319	88.04866391	0.021894521	7.54E-10	0.008728018	79.41633345	0.02275022	4.40E-10
cds19427	0.013214156	52.45489633	0.027236358	2.88E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.013239012	52.35641148	0.027261214	6.78E-14	0.013199257	52.51410554	0.027221459	2.56E-11	0.013133293	52.77786772	0.027155494	1.28E-12	0.01498074	46.26922091	0.029002942	1.05E-12	0.015884338	43.63714601	0.02990654	5.45E-09	0.013629686	50.85569535	0.027651888	4.90E-10	0.014989288	46.2428348	0.02901149	1.05E-12	0.013693753	50.61776388	0.027715955	5.87E-12	0.014587054	47.51796821	0.028609256	2.39E-11
cds19428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052067001	13.31260043	0.066089203	8.71E-06	0.052067001	13.31260043	0.066089203	8.71E-06	0.052067001	13.31260043	0.066089203	8.71E-06	0.052067001	13.31260043	0.066089203	8.71E-06	NA	NA	NA	NA	0.052067001	13.31260043	0.066089203	8.71E-06
